Time,Average_Speed_kmph
2024-01-07 04:25:00,64.39
2024-01-07 04:30:00,53.57
2024-01-07 04:35:00,58.17
2024-01-07 04:40:00,65.16
2024-01-07 04:45:00,66.59
2024-01-07 04:50:00,54.41
2024-01-07 04:55:00,56.13
2024-01-07 05:00:00,65.57
2024-01-07 05:05:00,57.04
2024-01-07 05:10:00,58.13
2024-01-07 05:15:00,62.66
2024-01-07 05:20:00,54.03
2024-01-07 05:25:00,68.95
2024-01-07 05:30:00,61.48
2024-01-07 05:35:00,60.8
2024-01-07 05:40:00,57.47
2024-01-07 05:45:00,59.37
2024-01-07 05:50:00,51.22
2024-01-07 05:55:00,61.14
2024-01-07 06:00:00,60.6
2024-01-07 06:05:00,63.21
2024-01-07 06:10:00,55.11
2024-01-07 06:15:00,56.39
2024-01-07 06:20:00,50.96
2024-01-07 06:25:00,50.93
2024-01-07 06:30:00,56.92
2024-01-07 06:35:00,61.71
2024-01-07 06:40:00,56.41
2024-01-07 06:45:00,52.06
2024-01-07 06:50:00,55.57
2024-01-07 06:55:00,59.71
2024-01-07 07:00:00,63.26
2024-01-07 07:05:00,62.31
2024-01-07 07:10:00,50.71
2024-01-07 07:15:00,65.99
2024-01-07 07:20:00,60.43
2024-01-07 07:25:00,63.71
2024-01-07 07:30:00,67.65
2024-01-07 07:35:00,65.59
2024-01-07 07:40:00,55.61
2024-01-07 07:45:00,51.24
2024-01-07 07:50:00,63.97
2024-01-07 07:55:00,61.07
2024-01-07 08:00:00,50.05
2024-01-07 08:05:00,64.41
2024-01-07 08:10:00,56.28
2024-01-07 08:15:00,64.94
2024-01-07 08:20:00,58.33
2024-01-07 08:25:00,53.58
2024-01-07 08:30:00,58.28
2024-01-07 08:35:00,63.67
2024-01-07 08:40:00,63.85
2024-01-07 08:45:00,53.84
2024-01-07 08:50:00,56.23
2024-01-07 08:55:00,62.82
2024-01-07 09:00:00,58.17
2024-01-07 09:05:00,51.12
2024-01-07 09:10:00,59.12
2024-01-07 09:15:00,51.33
2024-01-07 09:20:00,63.45
2024-01-07 09:25:00,51.25
2024-01-07 09:30:00,53.33
2024-01-07 09:35:00,63.14
2024-01-07 09:40:00,56.52
2024-01-07 09:45:00,54.92
2024-01-07 09:50:00,59.66
2024-01-07 09:55:00,62.1
2024-01-07 10:00:00,60.98
2024-01-07 10:05:00,59.23
2024-01-07 10:10:00,53.47
2024-01-07 10:15:00,52.15
2024-01-07 10:20:00,49.41
2024-01-07 10:25:00,53.94
2024-01-07 10:30:00,46.06
2024-01-07 10:35:00,49.96
2024-01-07 10:40:00,53.77
2024-01-07 10:45:00,60.86
2024-01-07 10:50:00,62.04
2024-01-07 10:55:00,51.74
2024-01-07 11:00:00,52.81
2024-01-07 11:05:00,60.21
2024-01-07 11:10:00,67.25
2024-01-07 11:15:00,55.83
2024-01-07 11:20:00,57.75
2024-01-07 11:25:00,58.45
2024-01-07 11:30:00,63.61
2024-01-07 11:35:00,59.22
2024-01-07 11:40:00,66.82
2024-01-07 11:45:00,61.64
2024-01-07 11:50:00,57.47
2024-01-07 11:55:00,62.09
2024-01-07 12:00:00,65.19
2024-01-07 12:05:00,54.2
2024-01-07 12:10:00,58.56
2024-01-07 12:15:00,66.92
2024-01-07 12:20:00,57.44
2024-01-07 12:25:00,58.12
2024-01-07 12:30:00,67.07
2024-01-07 12:35:00,51.85
2024-01-07 12:40:00,62.63
2024-01-07 12:45:00,62.68
2024-01-07 12:50:00,54.49
2024-01-07 12:55:00,69.37
2024-01-07 13:00:00,52.41
2024-01-07 13:05:00,51.05
2024-01-07 13:10:00,60.59
2024-01-07 13:15:00,61.22
2024-01-07 13:20:00,53.78
2024-01-07 13:25:00,60.4
2024-01-07 13:30:00,58.62
2024-01-07 13:35:00,51.0
2024-01-07 13:40:00,64.13
2024-01-07 13:45:00,51.37
2024-01-07 13:50:00,60.21
2024-01-07 13:55:00,68.47
2024-01-07 14:00:00,56.55
2024-01-07 14:05:00,60.17
2024-01-07 14:10:00,59.21
2024-01-07 14:15:00,58.47
2024-01-07 14:20:00,63.15
2024-01-07 14:25:00,55.67
2024-01-07 14:30:00,64.24
2024-01-07 14:35:00,63.53
2024-01-07 14:40:00,50.55
2024-01-07 14:45:00,62.02
2024-01-07 14:50:00,62.11
2024-01-07 14:55:00,58.92
2024-01-07 15:00:00,69.34
2024-01-07 15:05:00,52.18
2024-01-07 15:10:00,48.91
2024-01-07 15:15:00,51.69
2024-01-07 15:20:00,63.55
2024-01-07 15:25:00,56.18
2024-01-07 15:30:00,55.1
2024-01-07 15:35:00,58.91
2024-01-07 15:40:00,50.49
2024-01-07 15:45:00,58.51
2024-01-07 15:50:00,63.91
2024-01-07 15:55:00,57.87
2024-01-07 16:00:00,58.11
2024-01-07 16:05:00,54.61
2024-01-07 16:10:00,63.31
2024-01-07 16:15:00,58.0
2024-01-07 16:20:00,58.82
2024-01-07 16:25:00,64.65
2024-01-07 16:30:00,61.28
2024-01-07 16:35:00,64.18
2024-01-07 16:40:00,61.46
2024-01-07 16:45:00,56.57
2024-01-07 16:50:00,57.15
2024-01-07 16:55:00,53.25
2024-01-07 17:00:00,59.31
2024-01-07 17:05:00,54.44
2024-01-07 17:10:00,59.72
2024-01-07 17:15:00,53.0
2024-01-07 17:20:00,51.33
2024-01-07 17:25:00,54.67
2024-01-07 17:30:00,46.91
2024-01-07 17:35:00,52.37
2024-01-07 17:40:00,56.39
2024-01-07 17:45:00,61.68
2024-01-07 17:50:00,63.61
2024-01-07 17:55:00,53.86
2024-01-07 18:00:00,51.96
2024-01-07 18:05:00,53.29
2024-01-07 18:10:00,60.18
2024-01-07 18:15:00,51.73
2024-01-07 18:20:00,53.94
2024-01-07 18:25:00,59.21
2024-01-07 18:30:00,60.32
2024-01-07 18:35:00,54.83
2024-01-07 18:40:00,63.51
2024-01-07 18:45:00,56.78
2024-01-07 18:50:00,58.14
2024-01-07 18:55:00,57.71
2024-01-07 19:00:00,61.84
2024-01-07 19:05:00,64.23
2024-01-07 19:10:00,64.69
2024-01-07 19:15:00,59.92
2024-01-07 19:20:00,54.34
2024-01-07 19:25:00,64.17
2024-01-07 19:30:00,58.12
2024-01-07 19:35:00,55.08
2024-01-07 19:40:00,54.61
2024-01-07 19:45:00,48.9
2024-01-07 19:50:00,54.73
2024-01-07 19:55:00,49.79
2024-01-07 20:00:00,58.38
2024-01-07 20:05:00,59.08
2024-01-07 20:10:00,56.59
2024-01-07 20:15:00,63.26
2024-01-07 20:20:00,50.49
2024-01-07 20:25:00,60.42
2024-01-07 20:30:00,56.4
2024-01-07 20:35:00,54.1
2024-01-07 20:40:00,50.12
2024-01-07 20:45:00,60.95
2024-01-07 20:50:00,64.56
2024-01-07 20:55:00,62.36
2024-01-07 21:00:00,58.78
2024-01-07 21:05:00,59.23
2024-01-07 21:10:00,62.46
2024-01-07 21:15:00,62.15
2024-01-07 21:20:00,62.68
2024-01-07 21:25:00,63.98
2024-01-07 21:30:00,69.59
2024-01-07 21:35:00,55.79
2024-01-07 21:40:00,58.32
2024-01-07 21:45:00,58.65
2024-01-07 21:50:00,51.48
2024-01-07 21:55:00,64.48
2024-01-07 22:00:00,64.78
2024-01-07 22:05:00,61.84
2024-01-07 22:10:00,60.62
2024-01-07 22:15:00,56.81
2024-01-07 22:20:00,59.46
2024-01-07 22:25:00,50.25
2024-01-07 22:30:00,63.09
2024-01-07 22:35:00,66.11
2024-01-07 22:40:00,58.08
2024-01-07 22:45:00,57.45
2024-01-07 22:50:00,56.53
2024-01-07 22:55:00,54.4
2024-01-07 23:00:00,59.81
2024-01-07 23:05:00,63.84
2024-01-07 23:10:00,57.92
2024-01-07 23:15:00,55.93
2024-01-07 23:20:00,50.8
2024-01-07 23:25:00,64.88
2024-01-07 23:30:00,56.36
2024-01-07 23:35:00,63.91
2024-01-07 23:40:00,61.13
2024-01-07 23:45:00,60.86
2024-01-07 23:50:00,54.35
2024-01-07 23:55:00,57.11
2024-01-08 00:00:00,56.2
2024-01-08 00:05:00,53.33
2024-01-08 00:10:00,64.94
2024-01-08 00:15:00,61.58
2024-01-08 00:20:00,58.67
2024-01-08 00:25:00,55.47
2024-01-08 00:30:00,52.72
2024-01-08 00:35:00,53.74
2024-01-08 00:40:00,51.01
2024-01-08 00:45:00,60.45
2024-01-08 00:50:00,54.55
2024-01-08 00:55:00,53.32
2024-01-08 01:00:00,63.78
2024-01-08 01:05:00,61.02
2024-01-08 01:10:00,60.19
2024-01-08 01:15:00,58.99
2024-01-08 01:20:00,57.22
2024-01-08 01:25:00,56.92
2024-01-08 01:30:00,64.14
2024-01-08 01:35:00,60.19
2024-01-08 01:40:00,63.4
2024-01-08 01:45:00,57.39
2024-01-08 01:50:00,66.1
2024-01-08 01:55:00,52.86
2024-01-08 02:00:00,54.45
2024-01-08 02:05:00,64.73
2024-01-08 02:10:00,51.57
2024-01-08 02:15:00,60.34
2024-01-08 02:20:00,50.89
2024-01-08 02:25:00,54.56
2024-01-08 02:30:00,61.91
2024-01-08 02:35:00,54.57
2024-01-08 02:40:00,64.58
2024-01-08 02:45:00,64.44
2024-01-08 02:50:00,61.41
2024-01-08 02:55:00,64.11
2024-01-08 03:00:00,57.82
2024-01-08 03:05:00,62.18
2024-01-08 03:10:00,66.2
2024-01-08 03:15:00,61.71
2024-01-08 03:20:00,58.3
2024-01-08 03:25:00,50.05
2024-01-08 03:30:00,57.52
2024-01-08 03:35:00,58.98
2024-01-08 03:40:00,53.99
2024-01-08 03:45:00,53.05
2024-01-08 03:50:00,61.39
2024-01-08 03:55:00,54.11
2024-01-08 04:00:00,59.35
2024-01-08 04:05:00,69.11
2024-01-08 04:10:00,52.19
2024-01-08 04:15:00,60.8
2024-01-08 04:20:00,54.87
2024-01-08 04:25:00,59.1
2024-01-08 04:30:00,60.36
2024-01-08 04:35:00,56.34
2024-01-08 04:40:00,55.3
2024-01-08 04:45:00,62.11
2024-01-08 04:50:00,60.6
2024-01-08 04:55:00,57.59
2024-01-08 05:00:00,55.68
2024-01-08 05:05:00,68.48
2024-01-08 05:10:00,49.76
2024-01-08 05:15:00,67.28
2024-01-08 05:20:00,63.17
2024-01-08 05:25:00,55.52
2024-01-08 05:30:00,61.82
2024-01-08 05:35:00,62.89
2024-01-08 05:40:00,57.56
2024-01-08 05:45:00,53.12
2024-01-08 05:50:00,58.36
2024-01-08 05:55:00,59.19
2024-01-08 06:00:00,54.58
2024-01-08 06:05:00,54.28
2024-01-08 06:10:00,52.21
2024-01-08 06:15:00,64.98
2024-01-08 06:20:00,51.3
2024-01-08 06:25:00,58.03
2024-01-08 06:30:00,53.63
2024-01-08 06:35:00,61.05
2024-01-08 06:40:00,68.76
2024-01-08 06:45:00,59.58
2024-01-08 06:50:00,52.3
2024-01-08 06:55:00,62.57
2024-01-08 07:00:00,62.93
2024-01-08 07:05:00,60.7
2024-01-08 07:10:00,54.05
2024-01-08 07:15:00,54.81
2024-01-08 07:20:00,59.91
2024-01-08 07:25:00,54.7
2024-01-08 07:30:00,57.54
2024-01-08 07:35:00,53.46
2024-01-08 07:40:00,54.32
2024-01-08 07:45:00,59.34
2024-01-08 07:50:00,63.31
2024-01-08 07:55:00,50.61
2024-01-08 08:00:00,64.78
2024-01-08 08:05:00,62.41
2024-01-08 08:10:00,61.42
2024-01-08 08:15:00,60.37
2024-01-08 08:20:00,61.55
2024-01-08 08:25:00,64.92
2024-01-08 08:30:00,61.55
2024-01-08 08:35:00,57.0
2024-01-08 08:40:00,62.16
2024-01-08 08:45:00,52.7
2024-01-08 08:50:00,55.27
2024-01-08 08:55:00,59.21
2024-01-08 09:00:00,65.3
2024-01-08 09:05:00,52.35
2024-01-08 09:10:00,55.05
2024-01-08 09:15:00,49.44
2024-01-08 09:20:00,64.55
2024-01-08 09:25:00,63.5
2024-01-08 09:30:00,52.54
2024-01-08 09:35:00,58.51
2024-01-08 09:40:00,61.72
2024-01-08 09:45:00,63.65
2024-01-08 09:50:00,53.65
2024-01-08 09:55:00,58.69
2024-01-08 10:00:00,57.23
2024-01-08 10:05:00,56.07
2024-01-08 10:10:00,53.05
2024-01-08 10:15:00,61.57
2024-01-08 10:20:00,55.69
2024-01-08 10:25:00,60.63
2024-01-08 10:30:00,55.58
2024-01-08 10:35:00,56.04
2024-01-08 10:40:00,51.67
2024-01-08 10:45:00,51.61
2024-01-08 10:50:00,51.79
2024-01-08 10:55:00,56.64
2024-01-08 11:00:00,48.64
2024-01-08 11:05:00,52.06
2024-01-08 11:10:00,50.49
2024-01-08 11:15:00,57.19
2024-01-08 11:20:00,57.99
2024-01-08 11:25:00,60.08
2024-01-08 11:30:00,51.9
2024-01-08 11:35:00,59.18
2024-01-08 11:40:00,58.97
2024-01-08 11:45:00,59.78
2024-01-08 11:50:00,52.21
2024-01-08 11:55:00,56.06
2024-01-08 12:00:00,60.32
2024-01-08 12:05:00,61.33
2024-01-08 12:10:00,52.18
2024-01-08 12:15:00,61.12
2024-01-08 12:20:00,50.25
2024-01-08 12:25:00,52.2
2024-01-08 12:30:00,63.59
2024-01-08 12:35:00,70.07
2024-01-08 12:40:00,64.94
2024-01-08 12:45:00,61.0
2024-01-08 12:50:00,56.96
2024-01-08 12:55:00,64.7
2024-01-08 13:00:00,59.45
2024-01-08 13:05:00,73.72
2024-01-08 13:10:00,56.42
2024-01-08 13:15:00,61.26
2024-01-08 13:20:00,67.74
2024-01-08 13:25:00,62.69
2024-01-08 13:30:00,62.63
2024-01-08 13:35:00,54.87
2024-01-08 13:40:00,57.37
2024-01-08 13:45:00,59.57
2024-01-08 13:50:00,63.52
2024-01-08 13:55:00,51.08
2024-01-08 14:00:00,54.95
2024-01-08 14:05:00,64.19
2024-01-08 14:10:00,56.49
2024-01-08 14:15:00,55.56
2024-01-08 14:20:00,58.98
2024-01-08 14:25:00,61.55
2024-01-08 14:30:00,63.61
2024-01-08 14:35:00,51.77
2024-01-08 14:40:00,56.93
2024-01-08 14:45:00,50.59
2024-01-08 14:50:00,60.28
2024-01-08 14:55:00,55.78
2024-01-08 15:00:00,61.47
2024-01-08 15:05:00,51.03
2024-01-08 15:10:00,55.76
2024-01-08 15:15:00,59.44
2024-01-08 15:20:00,53.53
2024-01-08 15:25:00,60.32
2024-01-08 15:30:00,61.09
2024-01-08 15:35:00,53.41
2024-01-08 15:40:00,56.87
2024-01-08 15:45:00,65.24
2024-01-08 15:50:00,62.28
2024-01-08 15:55:00,63.73
2024-01-08 16:00:00,60.84
2024-01-08 16:05:00,61.82
2024-01-08 16:10:00,56.44
2024-01-08 16:15:00,58.58
2024-01-08 16:20:00,60.35
2024-01-08 16:25:00,64.77
2024-01-08 16:30:00,63.12
2024-01-08 16:35:00,52.63
2024-01-08 16:40:00,55.01
2024-01-08 16:45:00,62.84
2024-01-08 16:50:00,63.33
2024-01-08 16:55:00,63.96
2024-01-08 17:00:00,60.95
2024-01-08 17:05:00,62.16
2024-01-08 17:10:00,52.2
2024-01-08 17:15:00,61.21
2024-01-08 17:20:00,49.03
2024-01-08 17:25:00,62.22
2024-01-08 17:30:00,63.17
2024-01-08 17:35:00,57.84
2024-01-08 17:40:00,63.87
2024-01-08 17:45:00,51.97
2024-01-08 17:50:00,57.64
2024-01-08 17:55:00,56.63
2024-01-08 18:00:00,59.83
2024-01-08 18:05:00,54.06
2024-01-08 18:10:00,57.46
2024-01-08 18:15:00,53.37
2024-01-08 18:20:00,61.54
2024-01-08 18:25:00,50.14
2024-01-08 18:30:00,60.61
2024-01-08 18:35:00,58.31
2024-01-08 18:40:00,52.16
2024-01-08 18:45:00,50.38
2024-01-08 18:50:00,58.59
2024-01-08 18:55:00,51.02
2024-01-08 19:00:00,57.1
2024-01-08 19:05:00,54.72
2024-01-08 19:10:00,64.43
2024-01-08 19:15:00,63.53
2024-01-08 19:20:00,58.54
2024-01-08 19:25:00,51.41
2024-01-08 19:30:00,50.17
2024-01-08 19:35:00,54.46
2024-01-08 19:40:00,51.68
2024-01-08 19:45:00,47.29
2024-01-08 19:50:00,61.96
2024-01-08 19:55:00,55.53
2024-01-08 20:00:00,66.34
2024-01-08 20:05:00,64.68
2024-01-08 20:10:00,66.1
2024-01-08 20:15:00,50.85
2024-01-08 20:20:00,56.03
2024-01-08 20:25:00,53.86
2024-01-08 20:30:00,60.44
2024-01-08 20:35:00,62.98
2024-01-08 20:40:00,50.44
2024-01-08 20:45:00,63.43
2024-01-08 20:50:00,66.2
2024-01-08 20:55:00,54.84
2024-01-08 21:00:00,53.54
2024-01-08 21:05:00,63.31
2024-01-08 21:10:00,65.8
2024-01-08 21:15:00,59.27
2024-01-08 21:20:00,51.95
2024-01-08 21:25:00,50.77
2024-01-08 21:30:00,58.71
2024-01-08 21:35:00,68.04
2024-01-08 21:40:00,55.6
2024-01-08 21:45:00,50.41
2024-01-08 21:50:00,64.2
2024-01-08 21:55:00,62.52
2024-01-08 22:00:00,62.93
2024-01-08 22:05:00,64.62
2024-01-08 22:10:00,61.3
2024-01-08 22:15:00,56.56
2024-01-08 22:20:00,64.2
2024-01-08 22:25:00,56.4
2024-01-08 22:30:00,55.25
2024-01-08 22:35:00,56.72
2024-01-08 22:40:00,62.21
2024-01-08 22:45:00,63.12
2024-01-08 22:50:00,63.77
2024-01-08 22:55:00,55.37
2024-01-08 23:00:00,56.93
2024-01-08 23:05:00,63.47
2024-01-08 23:10:00,70.11
2024-01-08 23:15:00,62.63
2024-01-08 23:20:00,55.28
2024-01-08 23:25:00,50.71
2024-01-08 23:30:00,61.76
2024-01-08 23:35:00,56.81
2024-01-08 23:40:00,69.27
2024-01-08 23:45:00,46.22
2024-01-08 23:50:00,55.65
2024-01-08 23:55:00,56.7
2024-01-09 00:00:00,56.28
2024-01-09 00:05:00,61.35
2024-01-09 00:10:00,69.45
2024-01-09 00:15:00,63.92
2024-01-09 00:20:00,55.48
2024-01-09 00:25:00,57.37
2024-01-09 00:30:00,62.49
2024-01-09 00:35:00,60.98
2024-01-09 00:40:00,52.4
2024-01-09 00:45:00,54.96
2024-01-09 00:50:00,58.81
2024-01-09 00:55:00,60.05
2024-01-09 01:00:00,60.0
2024-01-09 01:05:00,50.35
2024-01-09 01:10:00,55.94
2024-01-09 01:15:00,56.39
2024-01-09 01:20:00,64.89
2024-01-09 01:25:00,60.32
2024-01-09 01:30:00,59.56
2024-01-09 01:35:00,55.01
2024-01-09 01:40:00,69.28
2024-01-09 01:45:00,60.16
2024-01-09 01:50:00,52.03
2024-01-09 01:55:00,53.75
2024-01-09 02:00:00,53.14
2024-01-09 02:05:00,64.32
2024-01-09 02:10:00,56.02
2024-01-09 02:15:00,52.9
2024-01-09 02:20:00,52.03
2024-01-09 02:25:00,55.46
2024-01-09 02:30:00,59.1
2024-01-09 02:35:00,56.14
2024-01-09 02:40:00,53.06
2024-01-09 02:45:00,65.69
2024-01-09 02:50:00,58.07
2024-01-09 02:55:00,52.2
2024-01-09 03:00:00,50.67
2024-01-09 03:05:00,50.52
2024-01-09 03:10:00,54.13
2024-01-09 03:15:00,54.01
2024-01-09 03:20:00,52.85
2024-01-09 03:25:00,58.09
2024-01-09 03:30:00,56.84
2024-01-09 03:35:00,54.87
2024-01-09 03:40:00,62.5
2024-01-09 03:45:00,50.77
2024-01-09 03:50:00,57.57
2024-01-09 03:55:00,69.48
2024-01-09 04:00:00,51.37
2024-01-09 04:05:00,56.47
2024-01-09 04:10:00,54.44
2024-01-09 04:15:00,60.28
2024-01-09 04:20:00,64.6
2024-01-09 04:25:00,60.96
2024-01-09 04:30:00,56.71
2024-01-09 04:35:00,64.65
2024-01-09 04:40:00,53.82
2024-01-09 04:45:00,52.51
2024-01-09 04:50:00,57.44
2024-01-09 04:55:00,57.22
2024-01-09 05:00:00,64.27
2024-01-09 05:05:00,56.15
2024-01-09 05:10:00,57.97
2024-01-09 05:15:00,62.5
2024-01-09 05:20:00,62.46
2024-01-09 05:25:00,57.94
2024-01-09 05:30:00,53.48
2024-01-09 05:35:00,51.72
2024-01-09 05:40:00,58.56
2024-01-09 05:45:00,63.99
2024-01-09 05:50:00,58.66
2024-01-09 05:55:00,47.23
2024-01-09 06:00:00,52.07
2024-01-09 06:05:00,60.57
2024-01-09 06:10:00,56.57
2024-01-09 06:15:00,63.44
2024-01-09 06:20:00,57.23
2024-01-09 06:25:00,54.41
2024-01-09 06:30:00,62.8
2024-01-09 06:35:00,56.85
2024-01-09 06:40:00,58.75
2024-01-09 06:45:00,56.65
2024-01-09 06:50:00,59.51
2024-01-09 06:55:00,51.22
2024-01-09 07:00:00,61.84
2024-01-09 07:05:00,58.92
2024-01-09 07:10:00,62.23
2024-01-09 07:15:00,61.39
2024-01-09 07:20:00,56.28
2024-01-09 07:25:00,59.1
2024-01-09 07:30:00,51.3
2024-01-09 07:35:00,58.94
2024-01-09 07:40:00,50.15
2024-01-09 07:45:00,53.13
2024-01-09 07:50:00,61.72
2024-01-09 07:55:00,64.38
2024-01-09 08:00:00,50.57
2024-01-09 08:05:00,59.7
2024-01-09 08:10:00,56.31
2024-01-09 08:15:00,47.55
2024-01-09 08:20:00,64.25
2024-01-09 08:25:00,52.57
2024-01-09 08:30:00,56.26
2024-01-09 08:35:00,58.63
2024-01-09 08:40:00,63.01
2024-01-09 08:45:00,56.76
2024-01-09 08:50:00,59.31
2024-01-09 08:55:00,57.72
2024-01-09 09:00:00,59.29
2024-01-09 09:05:00,56.06
2024-01-09 09:10:00,51.71
2024-01-09 09:15:00,53.78
2024-01-09 09:20:00,52.23
2024-01-09 09:25:00,52.9
2024-01-09 09:30:00,51.34
2024-01-09 09:35:00,54.43
2024-01-09 09:40:00,47.49
2024-01-09 09:45:00,61.17
2024-01-09 09:50:00,48.76
2024-01-09 09:55:00,56.03
2024-01-09 10:00:00,51.6
2024-01-09 10:05:00,56.45
2024-01-09 10:10:00,53.58
2024-01-09 10:15:00,62.95
2024-01-09 10:20:00,45.0
2024-01-09 10:25:00,50.83
2024-01-09 10:30:00,53.48
2024-01-09 10:35:00,62.71
2024-01-09 10:40:00,61.15
2024-01-09 10:45:00,50.09
2024-01-09 10:50:00,55.65
2024-01-09 10:55:00,50.74
2024-01-09 11:00:00,53.02
2024-01-09 11:05:00,62.22
2024-01-09 11:10:00,61.69
2024-01-09 11:15:00,60.97
2024-01-09 11:20:00,54.38
2024-01-09 11:25:00,63.32
2024-01-09 11:30:00,48.8
2024-01-09 11:35:00,67.72
2024-01-09 11:40:00,48.98
2024-01-09 11:45:00,58.92
2024-01-09 11:50:00,58.87
2024-01-09 11:55:00,63.36
2024-01-09 12:00:00,62.15
2024-01-09 12:05:00,59.86
2024-01-09 12:10:00,63.96
2024-01-09 12:15:00,64.97
2024-01-09 12:20:00,50.9
2024-01-09 12:25:00,53.74
2024-01-09 12:30:00,55.64
2024-01-09 12:35:00,52.75
2024-01-09 12:40:00,58.18
2024-01-09 12:45:00,57.17
2024-01-09 12:50:00,54.75
2024-01-09 12:55:00,60.66
2024-01-09 13:00:00,57.75
2024-01-09 13:05:00,55.34
2024-01-09 13:10:00,55.15
2024-01-09 13:15:00,53.98
2024-01-09 13:20:00,51.29
2024-01-09 13:25:00,58.11
2024-01-09 13:30:00,58.84
2024-01-09 13:35:00,59.89
2024-01-09 13:40:00,56.66
2024-01-09 13:45:00,52.94
2024-01-09 13:50:00,50.19
2024-01-09 13:55:00,52.26
2024-01-09 14:00:00,50.64
2024-01-09 14:05:00,64.25
2024-01-09 14:10:00,56.47
2024-01-09 14:15:00,53.38
2024-01-09 14:20:00,56.31
2024-01-09 14:25:00,56.78
2024-01-09 14:30:00,54.94
2024-01-09 14:35:00,58.07
2024-01-09 14:40:00,59.7
2024-01-09 14:45:00,60.86
2024-01-09 14:50:00,57.19
2024-01-09 14:55:00,50.93
2024-01-09 15:00:00,54.23
2024-01-09 15:05:00,50.26
2024-01-09 15:10:00,53.2
2024-01-09 15:15:00,60.09
2024-01-09 15:20:00,56.37
2024-01-09 15:25:00,55.64
2024-01-09 15:30:00,50.67
2024-01-09 15:35:00,54.92
2024-01-09 15:40:00,65.24
2024-01-09 15:45:00,61.83
2024-01-09 15:50:00,63.31
2024-01-09 15:55:00,55.63
2024-01-09 16:00:00,57.54
2024-01-09 16:05:00,51.35
2024-01-09 16:10:00,67.8
2024-01-09 16:15:00,64.23
2024-01-09 16:20:00,62.85
2024-01-09 16:25:00,62.48
2024-01-09 16:30:00,56.51
2024-01-09 16:35:00,62.95
2024-01-09 16:40:00,65.7
2024-01-09 16:45:00,51.2
2024-01-09 16:50:00,52.27
2024-01-09 16:55:00,62.57
2024-01-09 17:00:00,53.2
2024-01-09 17:05:00,52.02
2024-01-09 17:10:00,51.67
2024-01-09 17:15:00,45.0
2024-01-09 17:20:00,54.92
2024-01-09 17:25:00,47.3
2024-01-09 17:30:00,61.14
2024-01-09 17:35:00,51.81
2024-01-09 17:40:00,48.91
2024-01-09 17:45:00,58.48
2024-01-09 17:50:00,62.45
2024-01-09 17:55:00,53.78
2024-01-09 18:00:00,53.66
2024-01-09 18:05:00,60.14
2024-01-09 18:10:00,48.98
2024-01-09 18:15:00,51.45
2024-01-09 18:20:00,55.58
2024-01-09 18:25:00,50.17
2024-01-09 18:30:00,57.13
2024-01-09 18:35:00,55.4
2024-01-09 18:40:00,54.26
2024-01-09 18:45:00,54.43
2024-01-09 18:50:00,65.09
2024-01-09 18:55:00,62.71
2024-01-09 19:00:00,60.96
2024-01-09 19:05:00,57.72
2024-01-09 19:10:00,59.7
2024-01-09 19:15:00,51.94
2024-01-09 19:20:00,56.4
2024-01-09 19:25:00,52.09
2024-01-09 19:30:00,63.93
2024-01-09 19:35:00,54.84
2024-01-09 19:40:00,60.6
2024-01-09 19:45:00,64.32
2024-01-09 19:50:00,57.63
2024-01-09 19:55:00,57.61
2024-01-09 20:00:00,64.71
2024-01-09 20:05:00,51.76
2024-01-09 20:10:00,57.85
2024-01-09 20:15:00,55.85
2024-01-09 20:20:00,53.46
2024-01-09 20:25:00,64.92
2024-01-09 20:30:00,62.79
2024-01-09 20:35:00,52.03
2024-01-09 20:40:00,63.76
2024-01-09 20:45:00,60.01
2024-01-09 20:50:00,56.31
2024-01-09 20:55:00,58.2
2024-01-09 21:00:00,52.26
2024-01-09 21:05:00,53.26
2024-01-09 21:10:00,54.3
2024-01-09 21:15:00,55.77
2024-01-09 21:20:00,63.73
2024-01-09 21:25:00,55.09
2024-01-09 21:30:00,57.85
2024-01-09 21:35:00,66.84
2024-01-09 21:40:00,55.51
2024-01-09 21:45:00,57.86
2024-01-09 21:50:00,52.43
2024-01-09 21:55:00,61.04
2024-01-09 22:00:00,59.06
2024-01-09 22:05:00,58.4
2024-01-09 22:10:00,56.64
2024-01-09 22:15:00,50.79
2024-01-09 22:20:00,59.93
2024-01-09 22:25:00,56.6
2024-01-09 22:30:00,64.21
2024-01-09 22:35:00,63.36
2024-01-09 22:40:00,59.89
2024-01-09 22:45:00,60.97
2024-01-09 22:50:00,63.83
2024-01-09 22:55:00,58.47
2024-01-09 23:00:00,62.4
2024-01-09 23:05:00,56.14
2024-01-09 23:10:00,51.3
2024-01-09 23:15:00,64.91
2024-01-09 23:20:00,64.23
2024-01-09 23:25:00,51.29
2024-01-09 23:30:00,52.48
2024-01-09 23:35:00,53.77
2024-01-09 23:40:00,52.45
2024-01-09 23:45:00,58.23
2024-01-09 23:50:00,55.06
2024-01-09 23:55:00,62.9
2024-01-10 00:00:00,54.34
2024-01-10 00:05:00,59.02
2024-01-10 00:10:00,64.95
2024-01-10 00:15:00,48.57
2024-01-10 00:20:00,50.79
2024-01-10 00:25:00,61.68
2024-01-10 00:30:00,51.92
2024-01-10 00:35:00,50.3
2024-01-10 00:40:00,59.58
2024-01-10 00:45:00,55.38
2024-01-10 00:50:00,59.17
